BayerF,Common,Parallax,Distance,Umag,Vmag,Bmag,Temp,RA_decimal,Dec_decimal,RA,Dec,Diameter_U,Diameter_V,Diameter_B,Phi_U,Phi_V,Phi_B,SII,Baseline_Needed,Inverse_Diameter
ι Octantis,,,25.641,7.27,6.24,6.48,7200.0,6.632,73.696,12h 54m 58.6s,-85° 07′ 24″,0.89,0.32,0.86,4.1114466157688216e-08,1.5750234774127423e-07,1.0335120423217956e-07,False,424.5327683001607,3.125
,,0.011,31.25,5.6,6.24,5.56,6750.0,8.556,36.436,13h 39m 30.4s,+52° 55′ 17″,0.31,0.36,0.29,1.9142323685640078e-07,1.5750234774127423e-07,2.411657007620291e-07,False,377.362460711254,2.7777777777777777
,,,200.0,8.42,6.24,6.82,5200.0,12.44,71.93,14h 51m 26.4s,+59° 17′ 38″,0.9,0.65,1.14,1.42559005035541e-08,1.5750234774127423e-07,7.556410473922279e-08,False,209.00074747084838,1.5384615384615383
,,0.043,500.0,5.78,6.25,5.86,12000.0,4.559,18.017,16h 19m 55.1s,+39° 42′ 31″,0.56,0.15,0.44,1.6217901396827034e-07,1.5605835753766325e-07,1.8294289246427337e-07,False,905.6699057070095,6.666666666666667
,,-0.004,166.667,6.07,6.25,5.8,14000.0,9.254,-44.444,17h 55m 25.2s,+26° 03′ 00″,0.46,0.13,0.43,1.2416370280632113e-07,1.5605835753766325e-07,1.9333725194243598e-07,False,1045.0037373542418,7.692307692307692
,,,32.258,7.14,6.25,6.42,6300.0,14.276,20.121,18h 15m 52.7s,-44° 12′ 24″,0.82,0.41,0.78,4.6344121664960605e-08,1.5605835753766325e-07,1.0922336223088346e-07,False,331.34264842939376,2.4390243902439024
,,0.026,58.824,,6.25,6.3,7200.0,14.701,61.262,18h 26m 53.9s,-48° 07′ 01″,,0.32,0.93,,1.5605835753766325e-07,1.219875590746977e-07,False,424.5327683001607,3.125
,,0.012,43.478,7.32,6.25,6.48,6150.0,19.259,-23.821,20h 28m 14.6s,+81° 25′ 22″,0.81,0.43,0.8,3.926401035882152e-08,1.5605835753766325e-07,1.0335120423217956e-07,False,315.9313624559336,2.3255813953488373
,,,200.0,,6.25,5.54,12000.0,19.513,36.229,21h 56m 22.8s,-37° 15′ 13″,,0.15,0.28,,1.5605835753766325e-07,2.4564930589023856e-07,False,905.6699057070095,6.666666666666667
,,,28.571,5.24,6.25,5.83,6750.0,21.051,1.532,22h 27m 05.3s,+65° 07′ 56″,0.08,0.36,0.08,2.6668258466830387e-07,1.5605835753766325e-07,1.8806827507967206e-07,False,377.362460711254,2.7777777777777777
ξ Arietis,,,100.0,4.89,6.26,5.37,6750.0,2.724,-65.286,02h 24m 49.0s,+10° 36′ 38″,0.18,0.36,0.15,3.6812444351975367e-07,1.546276059158133e-07,2.8728671364308887e-07,False,377.362460711254,2.7777777777777777
η³ Fornacis,,0.017,58.824,8.03,6.26,6.72,16000.0,8.163,-41.359,02h 50m 40.4s,-35° 40′ 34″,1.27,0.11,1.36,2.041712819443774e-08,1.546276059158133e-07,8.28543932576382e-08,False,1235.0044168731947,9.090909090909092
,,-0.007,37.037,6.97,6.26,6.36,16000.0,9.785,-64.928,02h 59m 49.9s,+47° 13′ 15″,0.72,0.11,0.67,5.419942206452197e-08,1.546276059158133e-07,1.1542916162078368e-07,False,1235.0044168731947,9.090909090909092
,,0.014,25.0,,6.26,6.33,5700.0,12.447,-47.087,04h 04m 21.7s,+24° 06′ 21″,,0.51,0.53,,1.546276059158133e-07,1.1866305942524058e-07,False,266.3735016785322,1.9607843137254901
η Mensae,,0.026,200.0,8.82,6.26,6.99,9250.0,13.345,2.942,04h 55m 11.2s,-74° 56′ 13″,0.75,0.21,1.06,9.862673486697586e-09,1.546276059158133e-07,6.461235065144147e-08,False,646.9070755050069,4.761904761904762
ο Aurigae,,0.019,43.478,5.57,6.26,5.5,9500.0,20.079,63.891,05h 45m 54.0s,+49° 49′ 35″,0.3,0.2,0.29,1.967862073285029e-07,1.546276059158133e-07,2.548681351870946e-07,False,679.252429280257,5.0
κ Mensae,,,166.667,5.15,6.26,5.39,24000.0,23.13,63.633,05h 50m 16.7s,-79° 21′ 41″,0.24,0.09,0.21,2.897307933560738e-07,1.546276059158133e-07,2.8204314017607434e-07,False,1509.449842845016,11.11111111111111
,,0.014,76.923,5.64,6.27,5.55,8750.0,0.897,52.689,06h 06m 32.0s,-23° 06′ 38″,0.35,0.23,0.33,1.8449927147824409e-07,1.5320997150367846e-07,2.4339717951678465e-07,False,590.6542863306584,4.3478260869565215
,,0.003,37.037,9.04,6.27,7.14,5700.0,1.749,20.083,07h 13m 23.4s,+51° 25′ 44″,4.96,0.51,5.07,8.053685303703014e-09,1.5320997150367846e-07,5.6275004878880725e-08,False,266.3735016785322,1.9607843137254901
,,0.017,250.0,5.75,6.27,5.65,10000.0,5.413,-51.684,08h 34m 36.2s,+65° 08′ 42″,0.28,0.19,0.27,1.667226695734631e-07,1.5320997150367846e-07,2.2198086598796244e-07,False,715.0025571371128,5.2631578947368425
,,0.02,83.333,7.32,6.27,6.49,7500.0,9.484,-0.743,08h 37m 18.8s,-62° 51′ 13″,0.87,0.29,0.85,3.926401035882152e-08,1.5320997150367846e-07,1.024036746963798e-07,False,468.44995122776356,3.4482758620689657
η Chamaeleontis,,,16.393,5.02,6.27,5.37,5900.0,14.388,1.242,08h 41m 19.5s,-78° 57′ 48″,0.2,0.47,0.18,3.265838132466785e-07,1.5320997150367846e-07,2.8728671364308887e-07,False,289.04358692776907,2.127659574468085
,,,125.0,5.08,6.27,5.38,18000.0,16.951,-18.46,09h 16m 41.3s,-08° 44′ 41″,0.24,0.1,0.21,3.090257403945527e-07,1.5320997150367846e-07,2.8465285322083247e-07,False,1358.504858560514,10.0
,,,250.0,,6.27,7.08,10000.0,18.416,27.395,09h 21m 43.3s,+56° 41′ 57″,,0.19,6.87,,1.5320997150367846e-07,5.947241048708485e-08,False,715.0025571371128,5.2631578947368425
,,0.036,111.111,7.53,6.27,6.55,12000.0,20.21,0.868,09h 27m 06.4s,-71° 36′ 08″,1.02,0.15,1.02,3.235896748497019e-08,1.5320997150367846e-07,9.689816245812831e-08,False,905.6699057070095,6.666666666666667
,,,22.222,8.78,6.27,7.03,6000.0,20.361,-48.001,09h 31m 36.3s,-73° 04′ 51″,0.77,0.45,1.04,1.023280399838362e-08,1.5320997150367846e-07,6.227525884242819e-08,False,301.8899685690032,2.2222222222222223
δ¹ Chamaeleontis,,0.003,55.556,7.17,6.27,6.42,5300.0,20.798,52.407,10h 45m 15.7s,-80° 28′ 11″,0.94,0.61,0.88,4.508111568797228e-08,1.5320997150367846e-07,1.0922336223088346e-07,False,222.70571451811713,1.639344262295082
,,,31.25,,6.28,6.94,6750.0,6.803,55.704,11h 00m 14.7s,+45° 31′ 34″,,0.35,1.23,,1.5180533404195478e-07,6.765743692379943e-08,False,388.1442453030041,2.857142857142857
,,,90.909,9.2,6.28,7.15,12000.0,13.224,-17.173,12h 55m 19.4s,-42° 54′ 57″,2.0,0.15,2.54,6.9501576475618165e-09,1.5180533404195478e-07,5.57590725329912e-08,False,905.6699057070095,6.666666666666667
,,0.035,111.111,6.02,6.28,5.99,9500.0,20.861,-61.571,16h 00m 19.6s,-16° 32′ 00″,0.7,0.2,0.55,1.300153578402063e-07,1.5180533404195478e-07,1.6229888690929447e-07,False,679.252429280257,5.0
ρ Herculis,,-0.002,23.81,,6.29,,5600.0,4.403,-56.929,17h 23m 40.7s,+37° 08′ 48″,,0.53,,,1.5041357437388585e-07,,False,256.3216714265121,1.8867924528301885
,,,333.333,7.69,6.29,6.63,9250.0,6.705,-37.601,17h 56m 47.7s,-04° 04′ 55″,0.68,0.21,0.75,2.792509476741818e-08,1.5041357437388585e-07,9.001513586434273e-08,False,646.9070755050069,4.761904761904762
,,,62.5,,6.29,5.3,5100.0,9.426,16.586,18h 13m 12.6s,-41° 20′ 10″,,0.66,0.11,,1.5041357437388585e-07,3.0641889445270547e-07,False,205.83406947886579,1.5151515151515151
φ Octantis,,,50.0,5.53,6.29,5.49,6750.0,10.601,-25.325,18h 23m 36.1s,-75° 02′ 39″,0.28,0.35,0.27,2.0417128194437744e-07,1.5041357437388585e-07,2.5722640100655646e-07,False,388.1442453030041,2.857142857142857
σ Octantis,Polaris Australis,,32.258,5.87,6.29,5.74,5900.0,14.876,-29.423,21h 08m 46.2s,-88° 57′ 23″,0.46,0.47,0.41,1.4927760395444677e-07,1.5041357437388585e-07,2.0432219303601916e-07,False,289.04358692776907,2.127659574468085
,,0.028,22.727,8.2,6.29,6.9,5800.0,18.259,45.209,20h 13m 13.9s,-01° 00′ 34″,1.17,0.48,1.25,1.7458006691763012e-08,1.5041357437388585e-07,7.019651334985645e-08,False,283.0218455334405,2.0833333333333335
,,,166.667,7.67,6.3,6.59,6000.0,0.223,26.987,20h 40m 19.8s,-33° 25′ 55″,0.84,0.45,0.9,2.8444261040687188e-08,1.4903457443515103e-07,9.339326131297505e-08,False,301.8899685690032,2.2222222222222223
ν Gruis,,0.015,38.462,,6.3,6.42,6450.0,1.229,7.578,22h 28m 39.2s,-39° 07′ 55″,,0.38,0.83,,1.4903457443515103e-07,1.0922336223088346e-07,False,357.5012785685564,2.6315789473684212
,,,76.923,,6.3,6.67,7750.0,2.784,35.555,22h 26m 00.8s,+70° 46′ 15″,,0.27,0.97,,1.4903457443515103e-07,8.675920051150885e-08,False,503.1499476150053,3.7037037037037033
,,,200.0,6.84,6.3,6.36,6750.0,6.887,38.438,00h 37m 21.1s,+35° 23′ 58″,0.63,0.35,0.58,6.109345067731194e-08,1.4903457443515103e-07,1.1542916162078368e-07,False,388.1442453030041,2.857142857142857
,,0.018,200.0,4.97,6.3,5.38,7500.0,7.599,43.031,03h 52m 41.6s,-05° 21′ 41″,0.2,0.29,0.18,3.419752341819203e-07,1.4903457443515103e-07,2.8465285322083247e-07,False,468.44995122776356,3.4482758620689657
,,,100.0,5.84,6.3,5.74,9250.0,8.446,26.935,04h 30m 38.9s,+15° 41′ 31″,0.32,0.2,0.3,1.5345980981044038e-07,1.4903457443515103e-07,2.0432219303601916e-07,False,679.252429280257,5.0
,,,66.667,,6.3,6.79,5900.0,9.883,-26.668,04h 57m 22.3s,+17° 09′ 13″,,0.46,0.82,,1.4903457443515103e-07,7.7681131225257e-08,False,295.3271431653292,2.1739130434782608
,,0.007,66.667,8.75,6.3,7.13,9500.0,10.927,24.749,05h 18m 15.9s,+42° 47′ 32″,7.92,0.2,6.71,1.0519489285872116e-08,1.4903457443515103e-07,5.679571108798958e-08,False,679.252429280257,5.0
,,-0.008,16.949,8.04,6.3,6.7,5200.0,14.059,10.787,05h 32m 51.3s,-38° 30′ 47″,0.81,0.63,0.95,2.0229942838019644e-08,1.4903457443515103e-07,8.43947714346792e-08,False,215.6356918350023,1.5873015873015872
,,0.013,33.333,5.94,6.3,5.96,14000.0,16.2,-18.55,07h 47m 56.7s,-12° 11′ 35″,0.59,0.13,0.47,1.3995700995261713e-07,1.4903457443515103e-07,1.6684590091054024e-07,False,1045.0037373542418,7.692307692307692
,,,83.333,8.36,6.31,6.84,9000.0,6.357,2.269,09h 29m 54.5s,-26° 35′ 23″,0.8,0.21,1.0,1.506588526176369e-08,1.4766821724384614e-07,7.418490439387877e-08,False,646.9070755050069,4.761904761904762
,,,62.5,8.76,6.31,6.94,7050.0,11.274,-44.12,09h 59m 51.7s,+56° 48′ 43″,0.9,0.32,1.23,1.0423046028399268e-08,1.4766821724384614e-07,6.765743692379943e-08,False,424.5327683001607,3.125
,,,23.256,6.98,6.31,6.39,5300.0,12.813,24.84,10h 46m 25.3s,+14° 11′ 41″,0.67,0.6,0.63,5.370251877625411e-08,1.4766821724384614e-07,1.1228339650951981e-07,False,226.4174764267524,1.6666666666666667
,,0.045,142.857,5.97,6.31,5.98,7500.0,13.08,73.025,11h 32m 20.8s,+61° 04′ 57″,0.72,0.29,0.55,1.3614279287953325e-07,1.4766821724384614e-07,1.6380062002023935e-07,False,468.44995122776356,3.4482758620689657
ι Crateris,,,111.111,,6.31,6.0,8000.0,18.462,-25.365,11h 38m 40.1s,-13° 12′ 07″,,0.26,0.51,,1.4766821724384614e-07,1.608109217702684e-07,False,522.5018686771209,3.846153846153846
,,,52.632,4.79,6.31,5.41,6600.0,18.745,23.59,12h 08m 54.5s,-41° 13′ 53″,0.12,0.36,0.11,4.036404257867525e-07,1.4766821724384614e-07,2.768952727107564e-07,False,377.362460711254,2.7777777777777777
,,,200.0,6.0,6.31,5.91,5200.0,19.035,52.261,12h 29m 26.9s,+24° 06′ 32″,0.58,0.63,0.48,1.324325238108093e-07,1.4766821724384614e-07,1.7470910596869808e-07,False,215.6356918350023,1.5873015873015872
,,0.019,26.316,5.35,6.31,5.45,5200.0,19.327,37.331,12h 33m 46.8s,-09° 27′ 07″,0.3,0.63,0.27,2.409875772864156e-07,1.4766821724384614e-07,2.668797003429025e-07,False,215.6356918350023,1.5873015873015872
,,,83.333,4.83,6.31,5.35,6600.0,22.68,-2.446,13h 20m 37.8s,-52° 44′ 53″,0.16,0.36,0.14,3.890403574812109e-07,1.4766821724384614e-07,2.926277724192189e-07,False,377.362460711254,2.7777777777777777
,,,21.739,8.26,6.32,6.82,5500.0,8.46,45.653,14h 02m 22.8s,-27° 25′ 48″,0.84,0.54,1.01,1.651941469511895e-08,1.4631438689056855e-07,7.556410473922279e-08,False,251.57497380750266,1.8518518518518516
,,0.026,100.0,7.34,6.32,6.5,8500.0,8.446,26.934,14h 50m 29.6s,+37° 16′ 19″,0.87,0.23,0.85,3.854736140448846e-08,1.4631438689056855e-07,1.0146483216357998e-07,False,590.6542863306584,4.3478260869565215
,,0.014,20.408,8.73,6.32,6.95,6450.0,13.673,50.519,16h 13m 15.4s,+05° 01′ 16″,0.92,0.38,1.23,1.0715061193316869e-08,1.4631438689056855e-07,6.703714981366773e-08,False,357.5012785685564,2.6315789473684212
,,,71.429,5.01,6.32,5.37,6900.0,13.936,32.032,16h 10m 49.5s,+75° 52′ 39″,0.2,0.33,0.18,3.2960565606513754e-07,1.4631438689056855e-07,2.8728671364308887e-07,False,411.66813895773157,3.0303030303030303
,,,21.277,,6.32,6.46,5100.0,16.631,78.918,16h 46m 47.8s,-39° 22′ 38″,,0.66,0.87,,1.4631438689056855e-07,1.052726465759201e-07,False,205.83406947886579,1.5151515151515151
,,,58.824,,6.32,7.07,5100.0,17.333,-4.083,16h 57m 11.1s,-33° 15′ 34″,,0.66,1.16,,1.4631438689056855e-07,6.002270192602784e-08,False,205.83406947886579,1.5151515151515151
,,0.009,125.0,7.86,6.32,6.65,9500.0,18.118,49.711,18h 08m 02.2s,+36° 24′ 05″,0.88,0.2,0.98,2.387781898976946e-08,1.4631438689056855e-07,8.837217447548307e-08,False,679.252429280257,5.0
,,0.009,250.0,5.04,6.32,5.38,20000.0,19.976,38.106,18h 32m 49.9s,+30° 33′ 15″,0.2,0.09,0.18,3.206229868785474e-07,1.4631438689056855e-07,2.8465285322083247e-07,False,1509.449842845016,11.11111111111111
,,0.007,58.824,4.99,6.32,5.41,5400.0,22.119,58.841,18h 52m 16.4s,+21° 25′ 31″,0.25,0.57,0.21,3.357334827218784e-07,1.4631438689056855e-07,2.768952727107564e-07,False,238.33418571237095,1.7543859649122808
,,,111.111,,6.33,6.34,5600.0,0.151,-53.998,19h 00m 43.4s,+55° 39′ 30″,,0.52,0.68,,1.4497296852857447e-07,1.1757514995723681e-07,False,261.25093433856046,1.923076923076923
,Musica,,31.25,,6.33,6.41,6600.0,6.804,55.704,20h 58m 25.9s,+10° 50′ 21″,,0.36,0.7,,1.4497296852857447e-07,1.1023399355851862e-07,False,377.362460711254,2.7777777777777777
,,0.032,500.0,5.95,6.33,5.86,9750.0,6.829,-23.924,22h 29m 58.0s,+04° 25′ 54″,0.49,0.19,0.42,1.3867387637272876e-07,1.4497296852857447e-07,1.8294289246427337e-07,False,715.0025571371128,5.2631578947368425
,,-0.023,142.857,9.04,6.33,7.09,6000.0,8.041,-5.663,01h 46m 05.8s,-50° 48′ 59″,4.96,0.44,5.19,8.053685303703014e-09,1.4497296852857447e-07,5.892716415037961e-08,False,308.7511042182987,2.272727272727273
,,0.008,27.027,,6.33,7.06,6900.0,12.281,86.436,03h 06m 07.8s,+79° 25′ 07″,,0.33,3.26,,1.4497296852857447e-07,6.057808514896385e-08,False,411.66813895773157,3.0303030303030303
,,,40.0,4.71,6.33,5.46,6300.0,12.325,28.157,03h 56m 28.7s,+35° 04′ 52″,0.11,0.4,0.09,4.3450487717417405e-07,1.4497296852857447e-07,2.644329325431563e-07,False,339.6262146401285,2.5
,,,38.462,6.06,6.33,5.79,6000.0,13.783,6.351,05h 47m 26.2s,+17° 43′ 45″,0.42,0.44,0.4,1.253125754032477e-07,1.4497296852857447e-07,1.9512617950903918e-07,False,308.7511042182987,2.272727272727273
,,0.009,100.0,,6.33,6.37,9000.0,17.033,8.451,05h 49m 36.5s,-14° 29′ 01″,,0.21,0.71,,1.4497296852857447e-07,1.1437090070606329e-07,False,646.9070755050069,4.761904761904762
,,,66.667,4.57,6.33,5.3,7500.0,22.833,-31.195,07h 54m 11.0s,-35° 52′ 39″,0.13,0.28,0.11,4.943046040966999e-07,1.4497296852857447e-07,3.0641889445270547e-07,False,485.1803066287552,3.571428571428571
,,,11.236,,6.34,6.61,5500.0,2.316,-24.054,10h 46m 24.5s,+18° 53′ 29″,,0.54,1.11,,1.4364384836404496e-07,9.168864218594059e-08,False,251.57497380750266,1.8518518518518516
,,0.03,45.455,5.95,6.34,5.96,9250.0,8.679,-56.455,16h 19m 32.7s,-30° 54′ 24″,0.63,0.2,0.49,1.3867387637272876e-07,1.4364384836404496e-07,1.6684590091054024e-07,False,679.252429280257,5.0
ι Pavonis,,0.053,111.111,6.16,6.34,6.07,8750.0,20.533,25.804,18h 10m 26.1s,-62° 00′ 08″,0.77,0.22,0.6,1.1428642707536688e-07,1.4364384836404496e-07,1.5077021055053278e-07,False,617.5022084365974,4.545454545454546
,,,76.923,,6.35,7.28,14000.0,0.271,76.951,18h 33m 53.5s,-24° 01′ 57″,,0.12,0.92,,1.4232691364642918e-07,4.946699642330392e-08,False,1132.087382133762,8.333333333333334
η¹ Coronae Australis,,,125.0,,6.35,5.62,6600.0,1.375,-18.919,18h 48m 50.5s,-43° 40′ 48″,,0.36,0.29,,1.4232691364642918e-07,2.281999481078542e-07,False,377.362460711254,2.7777777777777777
,,0.008,23.81,5.22,6.35,5.45,6000.0,6.075,-44.963,19h 20m 35.7s,-00° 53′ 32″,0.23,0.44,0.21,2.7164058408714663e-07,1.4232691364642918e-07,2.668797003429025e-07,False,308.7511042182987,2.272727272727273
,,0.045,35.714,5.97,6.35,5.95,6000.0,6.598,-35.911,19h 43m 33.5s,-15° 28′ 12″,0.58,0.44,0.47,1.3614279287953325e-07,1.4232691364642918e-07,1.6838970702402777e-07,False,308.7511042182987,2.272727272727273
,,0.023,83.333,7.09,6.35,6.42,20000.0,6.611,-21.385,19h 43m 42.9s,+25° 46′ 19″,0.83,0.09,0.78,4.852825282972439e-08,1.4232691364642918e-07,1.0922336223088346e-07,False,1509.449842845016,11.11111111111111
,,0.036,66.667,5.24,6.35,5.43,8000.0,7.371,59.902,19h 58m 38.0s,+30° 59′ 01″,0.23,0.25,0.21,2.6668258466830387e-07,1.4232691364642918e-07,2.718413644157433e-07,False,543.4019434242057,4.0
,,,200.0,8.41,6.35,6.9,6450.0,7.955,1.127,20h 11m 48.0s,+26° 48′ 32″,0.78,0.37,0.97,1.4387808726833962e-08,1.4232691364642918e-07,7.019651334985645e-08,False,367.16347528662544,2.7027027027027026
,,,20.408,,6.35,5.78,6000.0,12.501,-12.607,21h 24m 11.5s,-12° 52′ 41″,,0.44,0.42,,1.4232691364642918e-07,1.9693165981861397e-07,False,308.7511042182987,2.272727272727273
,,,32.258,8.77,6.35,6.95,5500.0,14.494,41.796,21h 25m 17.0s,-03° 33′ 24″,0.77,0.53,1.08,1.0327486968025736e-08,1.4232691364642918e-07,6.703714981366773e-08,False,256.3216714265121,1.8867924528301885
,,,19.608,9.04,6.35,7.08,5700.0,14.969,-47.137,21h 43m 06.4s,+41° 09′ 18″,3.66,0.49,4.06,8.053685303703014e-09,1.4232691364642918e-07,5.947241048708485e-08,False,277.24588950214576,2.0408163265306123
,Helvetios,0.074,30.303,6.37,6.35,6.16,5000.0,15.346,-1.587,22h 57m 27.9s,+20° 46′ 08″,0.78,0.68,0.63,9.41878005814639e-08,1.4232691364642918e-07,1.3877637573437405e-07,False,199.78012625889914,1.4705882352941175
τ Octantis,,,17.544,8.19,6.35,6.76,5900.0,22.443,-15.258,23h 28m 03.7s,-87° 28′ 56″,0.75,0.45,0.93,1.7619543638807944e-08,1.4232691364642918e-07,7.98574689564656e-08,False,301.8899685690032,2.2222222222222223
,,,166.667,7.13,6.35,6.43,9500.0,23.906,-26.958,23h 47m 56.5s,-02° 45′ 42″,0.82,0.19,0.77,4.677293854305025e-08,1.4232691364642918e-07,1.0822199642695406e-07,False,715.0025571371128,5.2631578947368425
,,,111.111,,6.36,,12000.0,2.722,-39.473,12h 36m 23.3s,+59° 29′ 13″,,0.14,,,1.4102205265887597e-07,,False,970.3606132575104,7.142857142857142
θ Apodis,,,200.0,8.1,6.36,7.05,9250.0,3.292,65.659,14h 05m 19.8s,-76° 47′ 48″,23.45,0.2,13.31,1.914232368564008e-08,1.4102205265887597e-07,6.11386072695911e-08,False,679.252429280257,5.0
,,0.021,37.037,,6.36,6.48,5100.0,8.55,24.085,00h 46m 11.8s,-22° 31′ 19″,,0.64,0.57,,1.4102205265887597e-07,1.0335120423217956e-07,False,212.26638415008034,1.5625
,,,76.923,,6.36,6.47,10000.0,8.654,-59.683,00h 47m 01.5s,+11° 58′ 26″,,0.18,0.76,,1.4102205265887597e-07,1.0430750115082754e-07,False,754.724921422508,5.555555555555555
σ Piscium,,,34.483,5.27,6.36,5.45,6000.0,8.795,-40.263,01h 02m 49.1s,+31° 48′ 16″,0.22,0.43,0.21,2.5941474386575774e-07,1.4102205265887597e-07,2.668797003429025e-07,False,315.9313624559336,2.3255813953488373
σ Sculptoris,,,166.667,5.71,6.36,5.58,9750.0,9.598,14.38,01h 02m 26.4s,-31° 33′ 07″,0.28,0.19,0.28,1.7297950724350587e-07,1.4102205265887597e-07,2.3676393065009562e-07,False,715.0025571371128,5.2631578947368425
,,0.013,76.923,7.66,6.36,6.61,5200.0,12.387,-66.368,01h 26m 41.7s,+19° 14′ 25″,0.84,0.61,0.89,2.8707452547632223e-08,1.4102205265887597e-07,9.168864218594059e-08,False,222.70571451811713,1.639344262295082
ε Trianguli,,0.01,43.478,5.59,6.36,5.53,6150.0,14.239,-4.052,02h 02m 58.0s,+33° 17′ 02″,0.3,0.41,0.28,1.931944542594623e-07,1.4102205265887597e-07,2.4792227093245827e-07,False,331.34264842939376,2.4390243902439024
ω¹ Tauri,,0.023,125.0,,6.36,6.57,9000.0,18.187,-18.158,04h 09m 10.0s,+19° 36′ 33″,,0.21,1.01,,1.4102205265887597e-07,9.512957167568394e-08,False,646.9070755050069,4.761904761904762
,,,111.111,4.99,6.37,5.56,9500.0,0.972,21.404,05h 08m 06.6s,+24° 15′ 55″,0.1,0.19,0.09,3.357334827218784e-07,1.3972915470876509e-07,2.411657007620291e-07,False,715.0025571371128,5.2631578947368425
,,,45.455,8.42,6.37,6.87,6300.0,1.83,-37.596,05h 14m 44.1s,+05° 09′ 22″,0.9,0.39,1.12,1.42559005035541e-08,1.3972915470876509e-07,7.216315979530507e-08,False,348.3345791180807,2.564102564102564
,,,66.667,7.05,6.37,6.43,8750.0,4.273,-59.051,05h 17m 40.2s,-13° 31′ 11″,0.92,0.22,0.82,5.034944128083973e-08,1.3972915470876509e-07,1.0822199642695406e-07,False,617.5022084365974,4.545454545454546
,,,142.857,5.46,6.37,5.51,9250.0,4.317,-32.095,05h 27m 45.6s,+15° 52′ 27″,0.21,0.2,0.2,2.1776829738848167e-07,1.3972915470876509e-07,2.5253149007862097e-07,False,679.252429280257,5.0
σ Columbae,,,333.333,,6.37,,8750.0,14.698,-29.067,05h 56m 20.9s,-31° 22′ 57″,,0.22,,,1.3972915470876509e-07,,False,617.5022084365974,4.545454545454546
,,0.012,125.0,,6.37,5.49,5000.0,17.497,-4.08,06h 08m 57.9s,-22° 25′ 39″,,0.67,0.27,,1.3972915470876509e-07,2.5722640100655646e-07,False,202.7619191881365,1.4925373134328357
π² Columbae,,0.016,17.544,,6.37,5.5,5200.0,19.393,33.222,06h 07m 52.9s,-42° 09′ 14″,,0.61,0.26,,1.3972915470876509e-07,2.548681351870946e-07,False,222.70571451811713,1.639344262295082
,,0.014,14.286,4.92,6.37,5.39,5200.0,20.67,-22.226,07h 03m 15.6s,-59° 10′ 41″,0.26,0.61,0.21,3.5809203043828016e-07,1.3972915470876509e-07,2.8204314017607434e-07,False,222.70571451811713,1.639344262295082
,,0.03,100.0,9.02,6.37,7.1,9750.0,21.86,65.753,08h 26m 43.9s,+12° 39′ 16″,5.0,0.18,5.16,8.203414492449878e-09,1.3972915470876509e-07,5.838691666213582e-08,False,754.724921422508,5.555555555555555
,,0.02,166.667,7.18,6.37,6.5,9500.0,22.041,-15.036,09h 38m 01.5s,-43° 11′ 28″,0.8,0.19,0.75,4.4667809535049294e-08,1.3972915470876509e-07,1.0146483216357998e-07,False,715.0025571371128,5.2631578947368425
,,0.034,200.0,,6.38,,9750.0,3.994,38.821,10h 29m 41.5s,+84° 15′ 08″,,0.18,,,1.384481101183077e-07,,False,754.724921422508,5.555555555555555
,,,26.316,,6.38,6.68,5700.0,4.123,-63.777,10h 24m 08.6s,+33° 43′ 07″,,0.48,0.86,,1.384481101183077e-07,8.596378738015963e-08,False,283.0218455334405,2.0833333333333335
,,,11.628,,6.38,6.44,5000.0,8.548,-30.499,11h 03m 14.9s,-11° 18′ 13″,,0.67,0.73,,1.384481101183077e-07,1.0722981119989672e-07,False,202.7619191881365,1.4925373134328357
